page,entity_name,label,context,file
1377,pp,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,III,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,pp,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,Richmond,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,the City of London,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,Virginia,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,Virginia,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,Virginia,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1377,Realm,GPE,"98 RECORDS OF THE VIRGINIA COMPANY

Oyle Twiners ware & Lanturns Sea beeds For the women apparell 46 Duzun A Mill 10 Barralls of Good Whiskie Pepper & Spice 5 Barralls of Barly for the wall 4 Barralls of Grasses Beades of all Coullers 20 Sun Sixty nine pencils & parchments Tooles for a Brick yard A ",cleaned_VCRSection6.json
1378,Virginia,GPE,"NOVEMBER 18, 1618

form of Government by Magistracy and just Laws for the happy guiding and governing of the people there inhabiting like as we have already done for the well ordering of our Courts here and of our Officers and actions for the behoof of that plantation. And because our intent is to E",cleaned_VCRSection6.json
1378,Virginia,GPE,"NOVEMBER 18, 1618

form of Government by Magistracy and just Laws for the happy guiding and governing of the people there inhabiting like as we have already done for the well ordering of our Courts here and of our Officers and actions for the behoof of that plantation. And because our intent is to E",cleaned_VCRSection6.json
1378,Virginia,GPE,"NOVEMBER 18, 1618

form of Government by Magistracy and just Laws for the happy guiding and governing of the people there inhabiting like as we have already done for the well ordering of our Courts here and of our Officers and actions for the behoof of that plantation. And because our intent is to E",cleaned_VCRSection6.json
1378,Virginia,GPE,"NOVEMBER 18, 1618

form of Government by Magistracy and just Laws for the happy guiding and governing of the people there inhabiting like as we have already done for the well ordering of our Courts here and of our Officers and actions for the behoof of that plantation. And because our intent is to E",cleaned_VCRSection6.json
1378,Virginia,GPE,"NOVEMBER 18, 1618

form of Government by Magistracy and just Laws for the happy guiding and governing of the people there inhabiting like as we have already done for the well ordering of our Courts here and of our Officers and actions for the behoof of that plantation. And because our intent is to E",cleaned_VCRSection6.json
1379,Lands,GPE,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1379,England,GPE,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1379,Lands,GPE,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1379,Charles City Henrico,GPE,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1379,Burrough,LOC,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1379,Kiccowtan,GPE,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1379,Burroughs,GPE,100 RECORDS OF THE VIRGINIA COMPANY as Tennants on the said Companies Lands And we will and ordain that all the said Tennants on the Governors and Companies Lands shall occupy the same to the half part of the profits of the said Lands so as the one half to be and belong to the said Tennants themselv,cleaned_VCRSection6.json
1380,Charles City,GPE,"NOVEMBER 18, 1618

Company on the common Land agreed shall be expired there be set out. One hundred Acres of Land for each of their personal Adventurers to be held by them their heirs and Assigns for ever, paying for every fifty Acres the yearly free Rent of one Shilling to the said treasurer and Co",cleaned_VCRSection6.json
1380,Henrico,GPE,"NOVEMBER 18, 1618

Company on the common Land agreed shall be expired there be set out. One hundred Acres of Land for each of their personal Adventurers to be held by them their heirs and Assigns for ever, paying for every fifty Acres the yearly free Rent of one Shilling to the said treasurer and Co",cleaned_VCRSection6.json
1380,Kicecowtan,LOC,"NOVEMBER 18, 1618

Company on the common Land agreed shall be expired there be set out. One hundred Acres of Land for each of their personal Adventurers to be held by them their heirs and Assigns for ever, paying for every fifty Acres the yearly free Rent of one Shilling to the said treasurer and Co",cleaned_VCRSection6.json
1380,Burroughs,GPE,"NOVEMBER 18, 1618

Company on the common Land agreed shall be expired there be set out. One hundred Acres of Land for each of their personal Adventurers to be held by them their heirs and Assigns for ever, paying for every fifty Acres the yearly free Rent of one Shilling to the said treasurer and Co",cleaned_VCRSection6.json
1380,Burroughs,GPE,"NOVEMBER 18, 1618

Company on the common Land agreed shall be expired there be set out. One hundred Acres of Land for each of their personal Adventurers to be held by them their heirs and Assigns for ever, paying for every fifty Acres the yearly free Rent of one Shilling to the said treasurer and Co",cleaned_VCRSection6.json
1380,Lands,GPE,"NOVEMBER 18, 1618

Company on the common Land agreed shall be expired there be set out. One hundred Acres of Land for each of their personal Adventurers to be held by them their heirs and Assigns for ever, paying for every fifty Acres the yearly free Rent of one Shilling to the said treasurer and Co",cleaned_VCRSection6.json
1381,Burroughs,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1381,Burroughs,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1381,Burroughs,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1381,Realm,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1381,Henrico,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1381,Lands,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1381,Henrico,GPE,"102 RECORDS OF THE VIRGINIA COMPANY

by the Servants of the Company and since enlarged by others by the very same means be and continue for ever the Governors house any pretended undue Grant made by misinformation and not in a general and quarter Court to the contrary in anywise notwithstanding. And",cleaned_VCRSection6.json
1382,Virginia,GPE,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,East,LOC,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,West,LOC,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,River,LOC,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,North,LOC,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,Lands,GPE,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,Charles City,GPE,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,Lands,GPE,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,Lands,GPE,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1382,Burroughs,GPE,"NOVEMBER 18, 1618

108

Virginia and in reward thereof as also in regard of two single shares in money paid into our treasury granted unto you the said Captain Yeardley all that parcel of Marsh ground called Weynock and also one other piece and parcel of Land adjoining to the same Marsh called by th",cleaned_VCRSection6.json
1384,Burroughs,GPE,"NOVEMBER 18, 1618

105

manner aforesaid and All such persons having been planted there since the coming away of Sr Thomas Dale And forasmuch as we understand that certain persons having procured such Grants in general Words to themselves and their Associates or to like Effect have corruptly of late",cleaned_VCRSection6.json
1384,Virginia,GPE,"NOVEMBER 18, 1618

105

manner aforesaid and All such persons having been planted there since the coming away of Sr Thomas Dale And forasmuch as we understand that certain persons having procured such Grants in general Words to themselves and their Associates or to like Effect have corruptly of late",cleaned_VCRSection6.json
1384,Virginia,GPE,"NOVEMBER 18, 1618

105

manner aforesaid and All such persons having been planted there since the coming away of Sr Thomas Dale And forasmuch as we understand that certain persons having procured such Grants in general Words to themselves and their Associates or to like Effect have corruptly of late",cleaned_VCRSection6.json
1384,Virginia,GPE,"NOVEMBER 18, 1618

105

manner aforesaid and All such persons having been planted there since the coming away of Sr Thomas Dale And forasmuch as we understand that certain persons having procured such Grants in general Words to themselves and their Associates or to like Effect have corruptly of late",cleaned_VCRSection6.json
1385,Virginia,GPE,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1385,Lands,GPE,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1385,Earth,LOC,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1385,Lands,GPE,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1385,Virginia,GPE,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1385,Virginia,GPE,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1385,Virginia,GPE,"106 RECORDS OF THE VIRGINIA COMPANY

said Treasurer and Company yet without any grant in Writing made in our said General Quarter Courts as is requisite We will and ordain that the said Adventurers or Planters shall within two years after the arrival of them or their Company in Virginia procure our ",cleaned_VCRSection6.json
1386,Virginia,GPE,"NOVEMBER 18, 1618

Charter which We do also hereby declare that heretofore in one of our said general and Quarter Courts we have ordained and enacted and in this present Court have ratified and Confirmed these orders and laws following. That all Grants of Lands privileges and liberties in Virginia h",cleaned_VCRSection6.json
1386,Virginia,GPE,"NOVEMBER 18, 1618

Charter which We do also hereby declare that heretofore in one of our said general and Quarter Courts we have ordained and enacted and in this present Court have ratified and Confirmed these orders and laws following. That all Grants of Lands privileges and liberties in Virginia h",cleaned_VCRSection6.json
1386,Virginia,GPE,"NOVEMBER 18, 1618

Charter which We do also hereby declare that heretofore in one of our said general and Quarter Courts we have ordained and enacted and in this present Court have ratified and Confirmed these orders and laws following. That all Grants of Lands privileges and liberties in Virginia h",cleaned_VCRSection6.json
1387,Virginia,GPE,108 RECORDS OF THE VIRGINIA COMPANY concerneth the part and all the shares of the said person so behind and not satisfying as aforesaid shall be utterly void. Provided also and it is ordained that the Grantees shall from time to time during the said seven years make a true Certificate to the said Tr,cleaned_VCRSection6.json
1387,Virginia,GPE,108 RECORDS OF THE VIRGINIA COMPANY concerneth the part and all the shares of the said person so behind and not satisfying as aforesaid shall be utterly void. Provided also and it is ordained that the Grantees shall from time to time during the said seven years make a true Certificate to the said Tr,cleaned_VCRSection6.json
1387,the Inhabitants of Virginia,GPE,108 RECORDS OF THE VIRGINIA COMPANY concerneth the part and all the shares of the said person so behind and not satisfying as aforesaid shall be utterly void. Provided also and it is ordained that the Grantees shall from time to time during the said seven years make a true Certificate to the said Tr,cleaned_VCRSection6.json
1387,Lands,GPE,108 RECORDS OF THE VIRGINIA COMPANY concerneth the part and all the shares of the said person so behind and not satisfying as aforesaid shall be utterly void. Provided also and it is ordained that the Grantees shall from time to time during the said seven years make a true Certificate to the said Tr,cleaned_VCRSection6.json
1387,Virginia,GPE,108 RECORDS OF THE VIRGINIA COMPANY concerneth the part and all the shares of the said person so behind and not satisfying as aforesaid shall be utterly void. Provided also and it is ordained that the Grantees shall from time to time during the said seven years make a true Certificate to the said Tr,cleaned_VCRSection6.json
1388,Scotland,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,France,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,Ireland,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,England,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,France,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,Ireland,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,Scotland,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,Virginia,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,Gloucester,GPE,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1388,Nibley Esquire,LOC,"1619

And known the one from the other. Each survey to be set down distinctly in writing and returned to us under your hands and seals. In Witness whereof we have hereunto set our Common Seal. Given in a great and general Court of the Council and Company of Adventurers of Virginia held the Eighteent",cleaned_VCRSection6.json
1389,England,GPE,"110 RECORDS OF THE VIRGINIA COMPANY

make noe doubt with gode assistance, wilbe a benifit to your selves and posteritie; a good to the common welth of England; and in time, a meanes to convert these poore faithles Indeans. Your poore servant to his power, FFARD: YATE.

The 16. day of September anno ",cleaned_VCRSection6.json
1389,Kingroad,GPE,"110 RECORDS OF THE VIRGINIA COMPANY

make noe doubt with gode assistance, wilbe a benifit to your selves and posteritie; a good to the common welth of England; and in time, a meanes to convert these poore faithles Indeans. Your poore servant to his power, FFARD: YATE.

The 16. day of September anno ",cleaned_VCRSection6.json
1389,Ireland,GPE,"110 RECORDS OF THE VIRGINIA COMPANY

make noe doubt with gode assistance, wilbe a benifit to your selves and posteritie; a good to the common welth of England; and in time, a meanes to convert these poore faithles Indeans. Your poore servant to his power, FFARD: YATE.

The 16. day of September anno ",cleaned_VCRSection6.json
1389,west sowwest,GPE,"110 RECORDS OF THE VIRGINIA COMPANY

make noe doubt with gode assistance, wilbe a benifit to your selves and posteritie; a good to the common welth of England; and in time, a meanes to convert these poore faithles Indeans. Your poore servant to his power, FFARD: YATE.

The 16. day of September anno ",cleaned_VCRSection6.json
1394,Sackville,GPE,"1619 115 XLIX. Virginia Company. A Note of THE Shipping, Men, and Provisions, Sent To VIRGINIA, BY THE TREASURER AND COMPANY IN THE YEERE 1619 (1) Pamphlet. Printed. (2) Manuscript formerly of Earl De La Warr. (1) New York Public Library. (2) Document in Collection of Lord Sackville, Knole Park, Ken",cleaned_VCRSection6.json
1394,Knole Park,GPE,"1619 115 XLIX. Virginia Company. A Note of THE Shipping, Men, and Provisions, Sent To VIRGINIA, BY THE TREASURER AND COMPANY IN THE YEERE 1619 (1) Pamphlet. Printed. (2) Manuscript formerly of Earl De La Warr. (1) New York Public Library. (2) Document in Collection of Lord Sackville, Knole Park, Ken",cleaned_VCRSection6.json
1394,Virginia,GPE,"1619 115 XLIX. Virginia Company. A Note of THE Shipping, Men, and Provisions, Sent To VIRGINIA, BY THE TREASURER AND COMPANY IN THE YEERE 1619 (1) Pamphlet. Printed. (2) Manuscript formerly of Earl De La Warr. (1) New York Public Library. (2) Document in Collection of Lord Sackville, Knole Park, Ken",cleaned_VCRSection6.json
