Year,Entity Text,Instances
1608,Condemnamus,1
1608,Condemnatumque,1
1608,Taxationem,1
1608,Judici,1
1608,W Byrpe,1
1608,Consistinge,1
1608,virginia,1
1608,Captaine,3
1608,Blasphemies,1
1608,Prophanes,1
1608,Corne,1
1608,Chechehounnak Canooes,1
1608,Pochon,1
1608,Ritanoe,1
1608,River,2
1608,Sea,2
1608,Savages,2
1608,§as§,1
1608,Province,1
1608,Dye,1
1608,Civil,1
1608,Northeast,1
1608,Moyompo,1
1608,Southeast,1
1608,South,1
1608,Peece Pocoughtuwonough,1
1608,Bay,1
1608,Cape,1
1608,Colonies,1
1608,Scotland,1
1608,Virginea,3
1608,Quarels,1
1608,Seamen,1
1608,Martiall,1
1608,Carrye,1
1608,Southwest,1
1684,Virginia,3
1684,England,1
1684,Cape,2
1684,Colonies,1
1684,Ambergris,1
1684,the Summer Islands,1
1610,Virginia,11
1610,Supports,1
1610,England,2
1610,Swine,1
1610,Silver,1
1610,Fort,1
1610,the South Sea,1
1610,Bay lying,1
1610,Bay,2
1610,London,1
1610,Coronells,1
1610,Netherland,1
1610,Colonies,1
1610,Countrye,1
1610,Northampton,2
1610,sundrye,1
1610,Supplies,1
1610,Maᵗˢ,2
1610,America,1
1610,Charg,1
1610,Westminster,1
1610,Ireland,1
1610,Scotland,1
1610,Civillitie,1
1612,France,1
1612,Ireland,1
1612,Scotland,1
1612,Country,1
1612,Virginia,7
1612,Maᵗᶦᵉ,2
1612,Cause,1
1612,Kingdom,1
1612,Conveniencies,1
1612,Cittizen,1
1612,London,1
1613,XIII,1
1613,Virginia,14
1613,London,1
1613,Treasorer,1
1613,England,1
1613,sundrye,2
1613,Westminster,1
1613,Howbeit,1
1613,Comenced,1
1613,Leveson,1
1613,Bookes,1
1613,Conteyned,1
1613,Lotterie,1
1613,Playntiffe,1
1613,Tenne,1
1613,the west Ende of St Paules Churche,1
1613,Collonye of Virginia,1
1613,Codrington,1
1613,Tufton,1
1613,Salisbury,1
1613,Parington,1
1618,Virginia,9
1618,America,1
1618,Custodye,1
1618,Accompte,1
1618,Ninetye,1
1618,Tenne,2
1618,Thinge,1
1618,wrongfulhe,1
1615,esq,1
1615,Bristoll,1
1615,Virginia,1
1615,Vol,1
1616,Salisbury,3
1616,England,1
1616,Minneapolis,1
1616,Minn.,1
1616,London,1
1616,Virginia,3
1616,VIRGINIA,1
1616,Corne,1
1616,Cattell,1
1616,Goates,1
1616,Swine,1
1616,the United States,1
1617,Virginia,11
1617,England,4
1617,King,1
1617,Richmond,1
1617,Va.,1
1617,Amendmt,1
1617,Aprill,1
1617,Plymouth,3
1617,Cape Codd,1
1617,the Coast of Virginia,1
1617,Gou'nr,1
1617,Plimmouth,1
1617,Virg,1
1617,Powhatan,1
1617,Ireland,1
1617,Scotland,1
1617,Transp,1
1617,Dade,1
1617,Commodity,1
1617,Kiquoughtan,1
1617,Kigoton,1
1617,Force,1
1617,Ipswich,1
1617,Stocking,1
