Year,Entity Text,Instances
1622,Wilston,1
1622,Artificial,1
1622,Edmond,1
1622,Winston,1
1622,Privy Seal,1
1622,Wotton,1
1622,Vicar,1
1622,LONDON,1
1622,A.M.,1
1622,WASHINGTON,1
1622,District of Columbia,1
1622,Addenda,1
1622,York,1
1622,Somers Islands Companies of the Tobacco Contract,1
1622,Somers Islands Companies,1
1622,the Somers Islands Company,1
1622,CCCXLII,1
1622,CCCCXLII,1
1622,CCCCCCCC,1
1622,CCCCCCCCCCCXCI,1
1622,CCCCCCCCCCCCXC,17
1622,the Somers Islands,2
1622,DCCLXXXVI,1
1622,DCCCXLII,1
1622,Proclamation,1
1622,Sumers Islands Companies,1
1622,Estates,1
1622,CANTERBURY,1
1622,Archbishops,1
1622,Lowest,1
1622,Lesse,1
1622,D.C.,2
1622,Commodious,1
1622,Poultry,1
1622,Carefull,1
1622,Apochankeno,2
1622,LT,1
1622,the River of Rapahanock,1
1622,Nenemachanew,2
1622,Comandᵉ,1
1622,Cropp,1
1622,the East Indie Schoole,1
1622,Sufficiency,1
1622,Livt,1
1622,Commands,1
1622,"Washington, D.C",1
1622,prob[lem,1
1622,Salaryes,1
1622,Frenchmen,1
1622,Custom,3
1622,the B. Islands,1
1622,Spaine,1
1622,Town,1
1622,Retail,2
1622,Alehousekeep,2
1622,Subject,1
1622,the Somer Island,1
1622,Pirates,2
1622,Merchandize,1
1622,the Sumer Islands,3
1622,pp,3
1622,Lawes,1
1622,Mr Webb,1
1622,Bayliff,1
1622,Settling,1
1622,the Sommer Islands,2
1622,the Kingdome of Ireland,1
1622,Countreyes,1
1622,the B. Hands,1
1622,Shasth,1
1622,Turkie,1
1622,Sainsbury,1
1622,XXVII,1
1622,ma'ties,1
1622,Ma'tie,1
1622,Port,1
1622,Commodity,1
1622,this Realm of England,1
1622,Capp,1
1622,Gunsmith,1
1622,Egipt,1
1622,Christo,1
1622,Aprill,1
1622,Ap,1
1622,XXVIII,1
1622,Innocencie,1
1628,Virginia,4
1628,Tobacco,1
1628,Cavills,1
1628,XXVII,1
1628,Sallarie,1
1628,Highte,1
1628,England,1
1628,London,1
1628,Capps,1
1628,Sr,1
1628,Accompts,1
1623,the Twentieth of June,1
1623,Seaven,1
1623,Pamaunkok,1
1623,Moyses,1
1623,Prouerb,1
1623,Enimies,1
1623,England,9
1623,London,6
1623,Virginia,28
1623,Virgin,2
1623,Sfrance,1
1623,Washington,7
1623,Country,1
1623,VIRGINIA,2
1623,pp,3
1623,Tatton,1
1623,Countrye,2
1623,Corne,3
1623,Cattle,1
1623,Calumny,1
1623,Author,1
1623,Alciat,1
1623,Esq,1
1623,Kieotan,1
1623,Inopem,1
1623,Frenchmen,1
1623,Vines,1
1623,whereunto,1
1623,Honoᵘ,1
1623,ruine,1
1623,Comfort,1
1623,Wiberton,1
1623,the Isle of Ely,1
1623,foreknowne,1
1623,Panicke,1
1623,Melancholye,1
1623,Crops,1
1623,Collecting,1
1623,Sea,3
1623,Castle,1
1623,Southampton,1
1623,yong,1
1623,Warwicke,1
1623,Chamberlin,1
1623,Husbands,1
1623,Ma'ties,1
1623,Sr,5
1623,Ireland,1
1623,Premises,1
1623,Sauages,1
1623,Holland,1
1623,Somers Islands Companies,1
1623,the Somer Islands,1
1623,Colonies,1
1623,Ledd,1
1623,Noe Goates,1
1623,Virg,1
1623,the County of,1
1623,Middlesex,1
1623,Cause,1
1623,Canada,1
1623,Seates,1
1623,Prissoners,1
1623,Cropp,1
1623,Potomack River,1
1623,Comand,1
1623,River,2
