Year,Entity Text,Instances
1621,Interpreters,1
1621,Counsel,1
1621,Warwick,1
1621,the East India,1
1621,Amsterdam,1
1621,Shipwrights,1
1621,Southwest,1
1621,Monsieur,1
1621,Ryuers Creeks,1
1621,the Cape of Good Hope,1
1621,Massam,1
1621,Nouem,1
1621,Apprentices,1
1621,The East India Schoole,1
1621,East India Companies,1
1621,Collegiat,1
1621,League,2
1621,the South Sea,5
1621,South,2
1621,Pauls,1
1621,Bookes,1
1621,Cape Florida,1
1621,Sixt,1
1621,Kingdome,5
1621,Woods,4
1621,Russia,1
1621,Plancks,1
1621,Norway,1
1621,Denmarke,1
1621,Poland,1
1621,Germany,1
1621,English Woods,1
1621,Salt of,1
1621,Persia,1
1621,Italy,1
1621,Gummes,1
1621,Cotton,5
1621,Sugar-Canes,1
1621,Rockes,1
1621,Sholes,1
1621,Cattell,1
1621,Pomgranats,1
1621,Pocoon,1
1621,Indico,2
1621,Sugar,1
1621,Cambaya,1
1621,Bengala,1
1621,Grogeram,1
1621,Europe,3
1621,the River of Patomack,1
1621,West,4
1621,North,2
1621,Iapan,1
1621,the County of Glocester,1
1621,Vines,2
1621,Turkey,1
1621,Nouember,1
1621,Brasse,1
1621,Peece,4
1621,Fowle,2
1621,Christianitie,1
1621,Breakfast,1
1621,Pagan,1
1621,Principles,1
1621,Riuer,1
1621,Pamounkey,1
1621,Corne,1
1621,Haruest,1
1621,Young,1
1621,Swine,1
1621,tenne,1
1621,Victorie,1
1621,Peru,4
1621,Mexico,1
1621,Attabalippa,1
1621,Tributes,1
1621,the Honourable City of London,1
1621,Rome,1
1621,Columbus,3
1621,Nigua,1
1621,Vasco,1
1621,Blasco,1
1621,King,1
1621,the West Indies,4
1621,Hispaniola,1
1621,Continent,1
1621,Island,3
1621,Sugars,1
1621,Petacaraua,1
1621,Perfumes,1
1621,Sarsaparillia,1
1621,West Indies,2
1621,Midsummer,1
1621,Childe,5
1621,Buckingham,1
1621,Powle,2
1621,Esq,1
1621,Mulberry Island,1
1621,Maid,1
1621,THE SOUTH SEA,1
1621,Florida,3
1621,East,2
1621,the Indian Ocean,1
1621,North west,1
1621,Mountains,1
1621,Japan,1
1621,Moluccas,1
1621,New Spaine,1
1621,Henrico City,1
1621,Hudson,2
1621,Derbishire,1
1621,the East Germane Ocean,1
1621,Alpes,1
1621,Switzerland,1
1621,the North Germane Ocean,1
1621,the Mediterrane Sea,1
1621,the Po South,1
1621,the Adriatike Sea,1
1621,the Westerne Sea,1
1621,Westerly,1
1621,the Cape of California,1
1621,Quiuira,1
1621,the North Pole,1
1621,West Northwest,1
1621,the South Cape,1
1621,California,1
1621,Westerne Ocean,1
1621,Canada,1
1621,Soueraigne,1
1621,the East Indie Schoole,1
1621,the Cape of Bona Speranza,1
1621,Pistoll,1
1621,Kingdom,1
1621,Bt,1
1621,LONDON,1
1621,Assemblie,1
1621,Barlie,2
1621,Chaffe,1
1621,Apparell,1
1621,the Moste Comodius,1
1621,Children,2
1621,Prentice,1
1621,Lande,1
1621,Comissione,1
1621,butt,1
1621,Tobacco,1
1621,Commodities,1
1621,Centum,1
1621,Potash,1
1621,Sr,1
1621,Pembrooke,1
1621,Assocyates,1
1621,Shipwrightes,1
1621,the Chickahominy River,1
1621,Goates,1
1621,Tunne,1
1621,James River,1
1621,Fraunce,1
1621,Pacomunky,1
1621,Payinge,1
1621,Incorporation,1
1621,Seale,1
1621,the Sumer Islands,2
1681,Virginia,4
1681,London,1
1681,Cambridge,1
1681,Chosen,1
1681,Assemblie,1
1681,England,1
1681,Maᵗˢ,1
1681,& Ireland,1
1681,Scotland,2
1622,London,5
1622,Januarie,2
1622,Traffique,1
1622,Virginia,20
1622,Consideračon,1
1622,vnpayde,1
1622,Tobacco,1
1622,Howbeit,3
1622,Co'te,2
1622,Companie,1
1622,Mondayes,1
1622,England,2
1622,dutye,1
1622,consideraton,1
1622,Washington,4
1622,Death,2
1622,"Washington, D.C",1
1622,VIRGINIA,1
1622,Captaine,2
1622,Henerico Ileand,2
1622,LONDON,1
1622,Kickoghtan,1
1622,Island,1
1622,River,1
1622,Bodies,1
1622,Lande,1
1622,Corne,3
1622,Cattlle,1
1622,Hazardous,1
1622,Cambridge,3
1622,Articles,1
1622,LL,1
1622,King,1
1622,Northborne the—30 Aprill,1
1622,viij⁰,1
1622,mij⁰,1
1622,vij⁰,1
1682,England,4
1682,Virginia,6
1682,London,1
1682,Corum,1
