Year,Entity Text,Instances
31,Wotton,1
31,quinta,1
10,Virginia,4
10,London,3
10,Spaine,1
10,Sivell,1
10,Indico,1
10,Barkli,1
10,Easter,1
1620,Virginia,111
1620,Cambridge,5
1620,Easter,1
1620,Southampton,4
1620,London,18
1620,pp,2
1620,France,8
1620,Ireland,4
1620,Scotland,5
1620,Clowerwall,1
1620,the County of Glouces,1
1620,Hayles,1
1620,Esq,1
1620,England,19
1620,Bristoll,1
1620,Thorpe,2
1620,Burroughs,5
1620,James City,3
1620,Henrico,3
1620,Charles City,1
1620,Kicowtan,1
1620,Elizabeth City,1
1620,Boords,2
1620,Tenants,2
1620,Silk,1
1620,Vines,3
1620,Salt works,1
1620,Smiths Island,1
1620,Iland,1
1620,Salt,1
1620,King,1
1620,Colonia,1
1620,Pembroke,1
1620,Captaine,2
1620,Garland,8
1620,the Somer Islands,3
1620,quanta,1
1620,Itmas,1
1620,Lande,1
1620,Thesaurarius,2
1620,Wye Milburie Willmson,1
1620,Wye Et,1
1620,sibi,1
1620,Ultima,1
1620,sequitur,1
1620,Wye,1
1620,Chanseri,1
1620,them||,1
1620,Virginian,1
1620,St. James,1
1620,Commodities,1
1620,Maᵗⁱᵉ.,1
1620,Northborn,1
1620,Canada,2
1620,Plymouth,1
1620,Dyana,2
1620,the Sommer Islands,1
1620,the West Indyes,1
1620,North,1
1620,Notwithstandinge,1
1620,Poland,3
1620,Persia,1
1620,Greece,1
1620,Italy,2
1620,Crucyfixe,1
1620,Spye,1
1620,Smyths Iland,1
1620,VIRGINIA,1
1620,Earth,1
1620,Russia,1
1620,Norway,1
1620,Denmarke,1
1620,Germany,1
1620,English Woods,1
1620,Woods,3
1620,Corne,1
1620,Soyle,1
1620,Warwickshire,1
1620,Sussex,1
1620,Lands,2
1620,Seates,1
1620,Houses,1
1620,Vineyards,1
1620,Wormes,1
1620,Marseilles,1
1620,Ligorno,1
1620,Climates,1
1620,Workemen,1
1620,Aduenture,1
1620,St. Sithes,1
1620,Mines,1
1620,Salisbury,2
1620,Countesse,1
1620,Shrewsbury,1
1620,Companie,3
1620,Courts,1
1620,Husband,3
1620,Bedle,2
1620,Commonaltie,1
1620,XX,1
1620,XXVII,1
1620,Quorum,1
1620,Aequittance,1
1620,Audite,1
1620,Nouember,1
1620,Easter Term,1
1620,Husbands,1
1620,Counseil,1
